Observatory;Data_year;agglomeration;Zone_calcul;Zone_complementaire;Type_habitat;epoque_construction_local;epoque_construction_homogene;anciennete_locataire_local;anciennete_locataire_homogene;nombre_pieces_local;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3300;2018;L3300;L3300.1.04;;;4. Entre 1991-2005;;;;Maison 1-3P;;;;;;;;;;;;;;;11;;Estimation directe
B3300;2018;L3300;L3300.1.04;;;4. Entre 1991-2005;;;;Ensemble 4P+;;8,5;9,4;10,2;11,1;11,9;10,1;779;842;993;1165;1303;1049;104;54;295;Estimation directe
B3300;2018;L3300;L3300.1.04;;;4. Entre 1991-2005;;;;Maison 4P+;;;;;;;;;;;;;;;36;;Estimation directe
B3300;2018;L3300;L3300.1.04;;;4. Entre 1991-2005;;;;Appart 1P;;;;;;;;;;;;;;;47;;Estimation directe
B3300;2018;L3300;L3300.1.04;;;4. Entre 1991-2005;;;;Appart 2P;;10,5;10,8;11,6;12,6;14,5;11,8;480;504;526;573;669;545;46;87;837;Estimation directe
B3300;2018;L3300;L3300.1.04;;;4. Entre 1991-2005;;;;Appart 3P;;8,6;10,0;10,7;11,2;13,1;10,6;600;653;722;781;880;722;68;59;539;Estimation directe
B3300;2018;L3300;L3300.1.04;;;4. Entre 1991-2005;;;;Appart 4P+;;;;;;;;;;;;;;;18;;Estimation directe
B3300;2018;L3300;L3300.1.04;;;4. Entre 1991-2005;;;;Ensemble 1P;;;;;;;;;;;;;;;48;;Estimation directe
B3300;2018;L3300;L3300.1.04;;;4. Entre 1991-2005;;;;Ensemble 2P;;10,5;10,8;11,6;12,6;14,5;11,8;480;504;526;573;669;545;46;87;874;Estimation directe
B3300;2018;L3300;L3300.1.04;;;4. Entre 1991-2005;;;;Ensemble 3P;;8,6;10,1;11,0;11,8;12,5;10,8;605;658;740;831;880;742;68;69;580;Estimation directe
B3300;2018;L3300;L3300.1.04;;;4. Entre 1991-2005;;1. Moins de 1 an;;;;9,1;10,7;11,8;14,0;16,3;11,6;439;496;600;740;899;638;55;98;;Estimation directe
B3300;2018;L3300;L3300.1.04;;;4. Entre 1991-2005;;2. 1 an et plus;;;;9,4;10,2;11,1;12,0;16,8;11,0;499;520;661;854;1137;727;66;160;;Estimation directe
B3300;2018;L3300;L3300.1.04;;;5. Après 2005;;;;;;9,8;10,5;11,5;12,6;13,9;11,3;472;530;663;808;960;695;62;854;1719;Estimation directe
B3300;2018;L3300;L3300.1.04;;;5. Après 2005;;;;Maison 1-3P;;;;;;;;;;;;;;;24;;Estimation directe
B3300;2018;L3300;L3300.1.04;;;5. Après 2005;;;;Ensemble 4P+;;9,3;9,8;10,7;11,3;12,2;10,5;746;826;927;1013;1200;984;94;73;270;Estimation directe
B3300;2018;L3300;L3300.1.04;;;5. Après 2005;;;;Maison 4P+;;;;;;;;;;;;;;;21;;Estimation directe
B3300;2018;L3300;L3300.1.04;;;5. Après 2005;;;;Appart 1P;;;;;;;;;;;;;;;41;;Estimation directe
B3300;2018;L3300;L3300.1.04;;;5. Après 2005;;;;Appart 2P;;10,7;11,6;12,3;13,1;16,1;12,4;477;507;530;575;613;544;44;424;664;Estimation directe
B3300;2018;L3300;L3300.1.04;;;5. Après 2005;;;;Appart 3P;;9,8;10,3;10,9;11,6;12,6;11,0;634;662;711;782;832;731;67;292;481;Estimation directe
B3300;2018;L3300;L3300.1.04;;;5. Après 2005;;;;Appart 4P+;;8,9;9,8;10,7;11,0;11,7;10,4;739;804;884;960;974;915;88;52;148;Estimation directe
B3300;2018;L3300;L3300.1.04;;;5. Après 2005;;;;Ensemble 1P;;;;;;;;;;;;;;;41;;Estimation directe
B3300;2018;L3300;L3300.1.04;;;5. Après 2005;;;;Ensemble 2P;;10,7;11,6;12,3;13,1;16,1;12,4;477;507;530;575;618;544;44;425;683;Estimation directe
B3300;2018;L3300;L3300.1.04;;;5. Après 2005;;;;Ensemble 3P;;9,8;10,4;10,9;11,7;12,6;11,0;634;662;714;793;856;734;66;315;516;Estimation directe
B3300;2018;L3300;L3300.1.04;;;5. Après 2005;;1. Moins de 1 an;;;;9,8;10,4;11,2;12,3;13,2;11,2;479;523;660;821;960;703;63;467;;Estimation directe
B3300;2018;L3300;L3300.1.04;;;5. Après 2005;;2. 1 an et plus;;;;9,8;10,6;11,6;12,7;14,5;11,4;470;532;673;797;922;690;61;387;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;;;;;;;8,1;9,7;10,9;12,1;13,6;10,6;615;796;896;1064;1250;926;87;202;1567;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;;;;;;Maison 1-3P;8,2;10,5;11,9;12,8;17,1;11,5;500;629;751;869;912;742;64;89;737;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;;;;;;Maison 4P+;8,1;9,4;10,2;11,4;12,8;10,2;820;904;1018;1200;1350;1070;105;113;829;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;;;;;Maison 1-3P;;8,2;10,5;11,9;12,8;17,1;11,5;500;629;751;869;912;742;64;89;737;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;;;;;Maison 4P+;;8,1;9,4;10,2;11,4;12,8;10,2;820;904;1018;1200;1350;1070;105;113;829;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;;;;1. Moins de 1 an;;;8,1;10,1;11,1;12,9;16,7;10,9;426;546;965;1100;1250;901;82;65;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;;;;2. 1 an et plus;;;8,1;9,4;10,6;12,0;13,4;10,5;650;805;888;1016;1250;933;89;137;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;;;1. Moins de 1 an;;;;8,1;10,1;11,1;12,9;16,7;10,9;426;546;965;1100;1250;901;82;65;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;;;2. 1 an et plus;;;;8,1;9,4;10,6;12,0;13,4;10,5;650;805;888;1016;1250;933;89;137;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;;1. Avant 1946;;;;;7,8;8,8;11,1;12,8;15,7;10,7;500;640;858;920;1100;828;77;65;542;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;24;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;21;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;47;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;;5. Après 2005;;;;;;;;;;;;;;;;;;45;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;1. Avant 1946;;;;;;7,8;8,8;11,1;12,8;15,7;10,7;500;640;858;920;1100;828;77;65;542;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;;;;24;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;;;;21;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;4. Entre 1991-2005;;;;;;;;;;;;;;;;;;;47;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Maison;5. Après 2005;;;;;;;;;;;;;;;;;;;45;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;;;;;;8,6;10,0;11,6;13,5;16,7;11,2;402;465;550;685;804;588;53;1451;10980;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;;;;;Appart 1P;11,8;12,9;14,8;17,4;19,3;14,8;345;375;423;460;530;423;29;186;3318;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;;;;;Appart 2P;9,6;11,0;11,9;13,4;16,2;12,0;443;480;523;565;607;526;44;660;3994;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;;;;;Appart 3P;8,3;9,3;10,4;11,2;12,5;10,3;560;632;685;757;838;698;68;477;2570;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;;;;;Appart 4P+;7,2;8,2;9,4;10,7;11,4;9,4;643;690;784;905;1035;832;89;128;1098;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;;;;Appart 1P;;11,8;12,9;14,8;17,4;19,3;14,8;345;375;423;460;530;423;29;186;3318;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;;;;Appart 2P;;9,6;11,0;11,9;13,4;16,2;12,0;443;480;523;565;607;526;44;660;3994;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;;;;Appart 3P;;8,3;9,3;10,4;11,2;12,5;10,3;560;632;685;757;838;698;68;477;2570;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;;;;Appart 4P+;;7,2;8,2;9,4;10,7;11,4;9,4;643;690;784;905;1035;832;89;128;1098;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;;;1. Moins de 1 an;;;9,7;10,7;11,8;14,0;17,2;11,8;414;470;561;710;830;616;52;704;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;;;2. 1 an et plus;;;8,3;9,5;11,3;13,4;16,7;10,8;400;460;550;673;785;572;53;747;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;;1. Moins de 1 an;;;;9,7;10,7;11,8;14,0;17,2;11,8;414;470;561;710;830;616;52;704;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;;2. 1 an et plus;;;;8,3;9,5;11,3;13,4;16,7;10,8;400;460;550;673;785;572;53;747;;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;1. Avant 1946;;;;;8,7;10,9;13,0;16,5;18,1;12,3;362;430;490;565;780;535;44;124;2851;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;2. Entre 1946-1970;;;;;7,3;8,3;9,5;12,6;15,1;9,6;370;464;550;660;720;560;58;84;1360;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;3. Entre 1971-1990;;;;;8,3;9,4;11,0;13,8;15,7;10,6;380;440;540;630;726;547;52;223;3116;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;4. Entre 1991-2005;;;;;9,1;10,4;11,4;13,5;16,6;11,3;450;508;571;713;840;618;55;211;2122;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;;5. Après 2005;;;;;9,8;10,6;11,5;12,7;13,9;11,4;470;523;645;756;884;661;58;809;1531;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;1. Avant 1946;;;;;;8,7;10,9;13,0;16,5;18,1;12,3;362;430;490;565;780;535;44;124;2851;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;2. Entre 1946-1970;;;;;;7,3;8,3;9,5;12,6;15,1;9,6;370;464;550;660;720;560;58;84;1360;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;3. Entre 1971-1990;;;;;;8,3;9,4;11,0;13,8;15,7;10,6;380;440;540;630;726;547;52;223;3116;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;4. Entre 1991-2005;;;;;;9,1;10,4;11,4;13,5;16,6;11,3;450;508;571;713;840;618;55;211;2122;Estimation directe
B3300;2018;L3300;L3300.1.04;;Appartement;5. Après 2005;;;;;;9,8;10,6;11,5;12,7;13,9;11,4;470;523;645;756;884;661;58;809;1531;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;;;7,8;9,4;10,7;12,1;14,3;10,2;416;500;620;794;950;665;65;3155;11233;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;;Maison 1-3P;6,5;9,2;10,7;11,7;13,7;10,0;460;550;700;806;850;678;68;93;490;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;;Ensemble 4P+;6,3;8,1;9,1;10,2;10,9;8,9;650;781;900;1000;1247;920;103;377;1864;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;;Maison 4P+;7,3;8,1;9,4;10,3;11,3;9,1;680;850;938;1090;1300;966;107;167;884;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;;Appart 1P;10,9;12,9;14,5;18,5;20,8;14,6;352;380;414;446;472;409;28;144;2291;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;;Appart 2P;9,5;10,5;11,7;12,8;14,3;11,5;439;485;522;565;612;522;46;1473;3930;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;;Appart 3P;9,0;9,9;10,6;11,3;12,1;10,4;570;630;683;741;800;687;66;1068;2658;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;;Appart 4P+;5,9;7,0;8,9;9,9;10,6;8,4;590;680;789;881;986;802;95;210;980;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;;Ensemble 1P;10,9;12,9;14,7;18,5;20,8;14,6;352;380;414;446;479;409;28;145;2315;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;;Ensemble 2P;9,2;10,5;11,6;12,7;14,3;11,3;434;480;522;570;615;520;46;1491;4030;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;;Ensemble 3P;8,4;9,7;10,6;11,4;12,3;10,3;562;630;700;771;844;700;68;1142;3025;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;Maison 1-3P;;6,5;9,2;10,7;11,7;13,7;10,0;460;550;700;806;850;678;68;93;490;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;Ensemble 4P+;;6,3;8,1;9,1;10,2;10,9;8,9;650;781;900;1000;1247;920;103;377;1864;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;Maison 4P+;;7,3;8,1;9,4;10,3;11,3;9,1;680;850;938;1090;1300;966;107;167;884;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;Appart 1P;;10,9;12,9;14,5;18,5;20,8;14,6;352;380;414;446;472;409;28;144;2291;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;Appart 2P;;9,5;10,5;11,7;12,8;14,3;11,5;439;485;522;565;612;522;46;1473;3930;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;Appart 3P;;9,0;9,9;10,6;11,3;12,1;10,4;570;630;683;741;800;687;66;1068;2658;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;Appart 4P+;;5,9;7,0;8,9;9,9;10,6;8,4;590;680;789;881;986;802;95;210;980;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;Ensemble 1P;;10,9;12,9;14,7;18,5;20,8;14,6;352;380;414;446;479;409;28;145;2315;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;Ensemble 2P;;9,2;10,5;11,6;12,7;14,3;11,3;434;480;522;570;615;520;46;1491;4030;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;;Ensemble 3P;;8,4;9,7;10,6;11,4;12,3;10,3;562;630;700;771;844;700;68;1142;3025;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;1. Moins de 1 an;;;9,2;10,2;11,2;12,9;14,6;11,1;430;501;635;790;950;671;60;1583;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;1. Moins de 1 an;;Ensemble 4P+;8,3;9,0;9,9;10,7;12,2;9,9;760;840;935;1050;1240;990;100;171;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;1. Moins de 1 an;;Ensemble 1P;11,5;12,9;14,2;18,0;19,9;14,4;367;395;424;450;484;425;29;84;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;1. Moins de 1 an;;Ensemble 2P;9,9;10,6;11,7;12,5;14,0;11,6;467;500;530;595;635;543;47;763;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;1. Moins de 1 an;;Ensemble 3P;9,6;10,2;10,7;12,1;14,0;11,1;625;667;710;790;855;733;66;565;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;2. 1 an et plus;;;7,0;9,1;10,5;11,9;14,1;9,8;410;500;607;799;951;662;68;1572;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;2. 1 an et plus;;Ensemble 4P+;5,9;7,8;9,0;9,9;10,8;8,6;600;750;888;987;1264;898;105;206;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;2. 1 an et plus;;Ensemble 1P;10,5;13,0;16,0;20,0;21,0;14,7;296;373;405;429;472;398;27;61;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;2. 1 an et plus;;Ensemble 2P;8,6;10,4;11,5;12,8;14,3;11,1;401;469;515;560;600;509;46;728;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;;2. 1 an et plus;;Ensemble 3P;6,6;9,4;10,4;11,3;11,9;9,9;550;600;682;765;843;685;69;577;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;1. Moins de 1 an;;;;9,2;10,2;11,2;12,9;14,6;11,1;430;501;635;790;950;671;60;1583;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;1. Moins de 1 an;;Maison 1-3P;;;;;;;;;;;;;;;33;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;1. Moins de 1 an;;Ensemble 4P+;;8,3;9,0;9,9;10,7;12,2;9,9;760;840;935;1050;1240;990;100;171;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;1. Moins de 1 an;;Maison 4P+;;8,1;9,0;10,2;10,8;12,2;9,9;900;935;1000;1100;1300;1055;106;57;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;1. Moins de 1 an;;Appart 1P;;11,5;12,9;14,2;18,0;19,9;14,4;367;395;424;450;484;425;29;84;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;1. Moins de 1 an;;Appart 2P;;9,9;10,5;11,7;12,5;14,0;11,5;466;499;530;585;635;541;47;757;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;1. Moins de 1 an;;Appart 3P;;9,5;10,0;10,6;11,1;12,2;10,7;612;650;695;740;800;702;66;538;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;1. Moins de 1 an;;Appart 4P+;;8,3;9,0;9,5;10,2;11,2;9,8;750;760;821;881;1075;868;88;114;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;1. Moins de 1 an;;Ensemble 1P;;11,5;12,9;14,2;18,0;19,9;14,4;367;395;424;450;484;425;29;84;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;1. Moins de 1 an;;Ensemble 2P;;9,9;10,6;11,7;12,5;14,0;11,6;467;500;530;595;635;543;47;763;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;1. Moins de 1 an;;Ensemble 3P;;9,6;10,2;10,7;12,1;14,0;11,1;625;667;710;790;855;733;66;565;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;2. 1 an et plus;;;;7,0;9,1;10,5;11,9;14,1;9,8;410;500;607;799;951;662;68;1572;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;2. 1 an et plus;;Maison 1-3P;;6,3;9,1;9,8;11,4;11,7;9,3;460;529;660;771;844;640;69;60;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;2. 1 an et plus;;Ensemble 4P+;;5,9;7,8;9,0;9,9;10,8;8,6;600;750;888;987;1264;898;105;206;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;2. 1 an et plus;;Maison 4P+;;6,3;8,1;9,1;10,0;10,9;8,8;675;800;922;1054;1300;941;107;110;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;2. 1 an et plus;;Appart 1P;;10,5;13,0;16,0;19,7;20,9;14,7;296;373;405;429;457;398;27;60;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;2. 1 an et plus;;Appart 2P;;9,1;10,5;11,7;13,0;14,7;11,4;425;479;516;559;599;512;45;716;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;2. 1 an et plus;;Appart 3P;;8,6;9,8;10,6;11,3;12,1;10,3;560;608;680;744;800;680;66;530;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;2. 1 an et plus;;Appart 4P+;;5,0;5,9;7,7;9,5;10,5;7,8;590;637;750;880;980;773;99;96;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;2. 1 an et plus;;Ensemble 1P;;10,5;13,0;16,0;20,0;21,0;14,7;296;373;405;429;472;398;27;61;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;2. 1 an et plus;;Ensemble 2P;;8,6;10,4;11,5;12,8;14,3;11,1;401;469;515;560;600;509;46;728;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;;2. 1 an et plus;;Ensemble 3P;;6,6;9,4;10,4;11,3;11,9;9,9;550;600;682;765;843;685;69;577;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;;;;6,2;8,0;9,9;11,9;14,7;9,3;400;480;620;830;1000;667;72;224;2958;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;;;Ensemble 4P+;;;;;;;;;;;;;;43;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;;;Ensemble 1P;;;;;;;;;;;;;;21;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;;;Ensemble 2P;6,7;9,3;10,7;13,0;15,5;10,4;300;434;500;600;650;500;48;82;1139;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;;;Ensemble 3P;6,5;8,6;9,8;11,1;13,3;9,6;500;562;700;840;855;698;73;78;622;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;1. Moins de 1 an;;;9,3;10,0;11,1;14,4;17,0;11,4;450;515;670;790;877;682;60;84;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;1. Moins de 1 an;;Maison 1-3P;;;;;;;;;;;;;;11;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;1. Moins de 1 an;;Maison 4P+;;;;;;;;;;;;;;4;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;1. Moins de 1 an;;Appart 1P;;;;;;;;;;;;;;11;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;1. Moins de 1 an;;Appart 2P;;;;;;;;;;;;;;33;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;1. Moins de 1 an;;Appart 3P;;;;;;;;;;;;;;19;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;1. Moins de 1 an;;Appart 4P+;;;;;;;;;;;;;;6;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;2. 1 an et plus;;;5,9;7,1;9,4;11,3;14,1;8,8;352;470;600;844;1010;662;76;140;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;2. 1 an et plus;;Maison 1-3P;;;;;;;;;;;;;;25;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;2. 1 an et plus;;Maison 4P+;;;;;;;;;;;;;;25;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;2. 1 an et plus;;Appart 1P;;;;;;;;;;;;;;10;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;2. 1 an et plus;;Appart 2P;;;;;;;;;;;;;;37;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;2. 1 an et plus;;Appart 3P;;;;;;;;;;;;;;35;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;1. Avant 1946;;2. 1 an et plus;;Appart 4P+;;;;;;;;;;;;;;8;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;;;;6,4;8,7;10,0;11,9;13,4;9,7;450;563;690;900;1100;755;78;110;1475;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;;;Ensemble 4P+;6,2;8,1;9,0;9,6;11,9;8,9;550;650;900;1002;1300;892;101;51;395;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;;;Ensemble 1P;;;;;;;;;;;;;;13;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;;;Ensemble 2P;;;;;;;;;;;;;;12;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;;;Ensemble 3P;;;;;;;;;;;;;;34;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;1. Moins de 1 an;;;;;;;;;;;;;;;;39;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;1. Moins de 1 an;;Maison 1-3P;;;;;;;;;;;;;;5;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;1. Moins de 1 an;;Maison 4P+;;;;;;;;;;;;;;13;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;1. Moins de 1 an;;Appart 1P;;;;;;;;;;;;;;9;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;1. Moins de 1 an;;Appart 2P;;;;;;;;;;;;;;2;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;1. Moins de 1 an;;Appart 3P;;;;;;;;;;;;;;5;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;1. Moins de 1 an;;Appart 4P+;;;;;;;;;;;;;;5;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;2. 1 an et plus;;;6,2;8,1;9,7;11,4;13,4;9,2;450;550;650;800;962;690;75;71;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;2. 1 an et plus;;Maison 1-3P;;;;;;;;;;;;;;6;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;2. 1 an et plus;;Maison 4P+;;;;;;;;;;;;;;19;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;2. 1 an et plus;;Appart 1P;;;;;;;;;;;;;;4;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;2. 1 an et plus;;Appart 2P;;;;;;;;;;;;;;6;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;2. 1 an et plus;;Appart 3P;;;;;;;;;;;;;;22;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;2. Entre 1946-1970;;2. 1 an et plus;;Appart 4P+;;;;;;;;;;;;;;14;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;3. Entre 1971-1990;;;;;8,1;9,1;10,4;11,9;14,8;10,1;380;460;728;930;1000;715;71;126;2199;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;3. Entre 1971-1990;;;;Ensemble 4P+;;;;;;;;;;;;;;46;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;3. Entre 1971-1990;;;;Ensemble 1P;;;;;;;;;;;;;;20;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;3. Entre 1971-1990;;;;Ensemble 2P;;;;;;;;;;;;;;35;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;3. Entre 1971-1990;;;;Ensemble 3P;;;;;;;;;;;;;;25;;Estimation directe
B3300;2018;L3300;L3300.1.05;;;;3. Entre 1971-1990;;1. Moins de 1 an;;;9,1;9,7;10,9;13,7;15,3;10,9;380;484;595;997;1050;713;65;50;;Estimation directe
